0;9.73
1;5.58
2;4.93667
3;4.9075
4;4.902
5;4.905
6;4.90714
7;4.9125
8;4.90222
9;4.904
10;4.89909
11;5.2875
12;4.89692
13;4.90071
14;4.89533
15;17.9244
16;5.29471
17;5.32389
18;4.89316
19;4.8945
20;4.89571
21;4.89364
22;4.89478
23;4.89292
24;4.8928
25;4.89231
26;4.89333
27;4.89179
28;4.89276
29;4.89367
30;5.10387
31;5.45844
32;4.89303
33;4.89176
34;4.89257
35;4.89222
36;4.89297
37;4.89184
38;4.89179
39;4.89325
40;4.8922
41;5.28357
42;4.89186
43;4.8925
44;4.89156
45;4.89
46;4.89128
47;4.89042
48;4.89245
49;4.8922
50;4.89078
51;4.89135
52;4.89
53;4.89241
54;4.89164
55;4.89089
56;4.89018
57;5.28431
58;9.03136
59;4.89
60;4.89098
61;4.89145
62;4.89079
63;4.89125
64;4.89062
65;4.89
66;8.38104
67;4.89044
68;5.28174
69;4.89071
70;4.89014
71;4.89056
72;4.89137
73;4.89135
74;4.8908
75;4.89118
76;4.89104
77;4.89013
78;4.89051
79;4.89087
80;4.89074
81;4.89073
82;4.89024
83;4.8906
84;4.88976
85;4.89047
86;4.8908
87;4.89034
88;4.88989
89;4.89067
90;4.89055
91;8.08359
92;4.89043
93;4.98011
94;5.09537
95;5.31885
96;4.89052
97;4.8901
98;4.8901
99;4.8894
100;4.89
101;4.89029
102;4.8899
103;4.8899
104;4.88981
105;4.88981
106;4.89037
107;4.88972
108;5.10844
109;5.28309
110;4.89018
111;4.88955
112;4.89009
113;4.89035
114;4.89
115;4.88966
116;4.88991
117;4.88932
118;4.88983
119;4.89008
120;5.28397
121;4.89
122;4.89024
123;4.88968
124;4.88992
125;4.88984
126;4.88984
127;16.5034
128;7.33519
129;7.33477
130;7.33496
131;5.28189
132;4.88985
133;4.89007
134;4.88978
135;4.88949
136;4.88971
137;4.88993
138;4.88964
139;4.88986
140;4.88957
141;4.88979
142;4.88951
143;4.88972
144;4.97634
145;4.88966
146;4.88986
147;4.88986
148;4.8898
149;4.88953
150;4.88954
151;4.88947
152;4.88948
153;4.88987
154;4.88961
155;4.88981
156;4.89
157;4.88994
158;4.8895
159;4.8895
160;4.88944
161;4.88963
162;4.8892
163;4.88957
164;10.1129
165;4.88952
166;5.49587
167;4.88946
168;4.88964
169;4.88941
170;4.88959
171;4.88977
172;4.88954
173;4.88971
174;4.88949
175;4.88966
176;4.88983
177;4.88944
178;4.88939
179;6.35339
180;4.88972
181;4.88951
182;5.02617
183;4.88946
184;4.88962
185;4.88978
186;4.88957
187;4.88957
188;4.88952
189;4.88968
190;4.88932
191;4.88964
192;4.88964
193;4.88923
194;5.99462
195;4.88939
196;4.8897
197;4.88949
198;4.88965
199;4.88945
200;4.8896
201;4.88941
202;4.88956
203;4.88936
204;4.88951
205;4.88966
206;4.88947
207;4.88962
208;4.88976
209;4.88957
210;4.88938
211;4.88953
212;4.88967
213;4.88981
214;5.26321
215;4.88944
216;4.88926
217;4.8894
218;4.88922
219;4.88955
220;4.88919
221;4.88964
222;4.88946
223;4.8896
224;4.88942
225;4.88956
226;4.88925
227;4.88952
228;4.88921
229;4.88935
230;4.88931
231;4.88944
232;5.30764
233;4.8894
234;6.19902
235;4.88924
236;4.88907
237;4.88962
238;4.88946
239;4.88929
240;4.88942
241;4.88926
242;5.78074
243;4.88922
244;4.88935
245;4.88947
246;4.8896
247;4.88944
248;4.88916
249;5.06056
250;4.88964
251;4.88937
252;4.88949
253;4.88961
254;4.88918
255;4.88957
256;4.88942
257;4.88953
258;4.88927
259;4.88923
260;4.88923
261;4.88947
262;4.88932
263;4.88943
264;4.88928
265;4.8894
266;4.88951
267;4.88937
268;4.88922
269;4.88933
270;4.88945
271;4.88956
272;4.88927
273;4.88927
274;4.88938
275;4.88949
276;4.88935
277;4.88946
278;4.88932
279;4.88932
280;4.88918
281;4.88915
282;5.16689
283;4.88926
284;4.88923
285;4.88934
286;4.8892
287;4.88931
288;4.88917
289;4.88928
290;4.88938
291;4.88925
292;4.88935
293;4.88922
294;4.88922
295;4.88943
296;4.88929
297;4.88906
298;4.88916
299;4.88903
300;4.88924
301;4.88934
302;4.88921
303;4.88954
304;4.88941
305;4.88928
306;4.88906
307;4.88925
308;4.88913
309;4.88945
310;4.88932
311;4.88942
312;4.8893
313;4.88939
314;4.88949
315;4.88927
316;4.88924
317;4.88934
318;4.88922
319;4.88931
320;4.88919
321;4.88929
322;4.88907
323;4.88926
324;4.88935
325;5.06135
326;4.88933
327;4.88921
328;4.88921
329;4.8893
330;4.88927
331;4.88916
332;4.88925
333;5.04925
334;4.88943
335;4.88932
336;4.88911
337;4.8892
338;4.88938
339;4.88918
340;4.88906
341;4.88924
342;4.88913
343;6.28605
344;6.28614
345;6.28624
346;6.28611
347;6.28621
348;6.28619
349;4.88926
350;4.88923
351;4.88932
352;4.88921
353;4.88929
354;4.88918
355;4.88919
356;4.88936
357;4.88925
358;4.88933
359;4.88922
360;4.88911
361;4.88939
362;5.06391
363;4.88909
364;4.88918
365;4.88934
366;4.88916
367;4.88932
368;4.88913
369;4.8893
370;4.88919
371;4.88927
372;4.88917
373;4.88917
374;4.88933
375;4.88923
376;4.88931
377;4.88921
378;4.88929
379;4.88929
380;4.88927
381;4.88916
382;4.88924
383;4.88932
384;4.88922
385;4.88912
386;4.8893
387;4.8892
388;4.88918
389;4.88926
390;4.88916
391;4.88931
392;4.88924
393;4.88921
394;4.88911
395;4.88912
396;4.88927
397;4.88927
398;4.88907
399;4.88933
400;4.88923
401;4.88913
402;4.88921
403;4.88928
404;4.88936
405;4.88926
406;4.88916
407;4.88924
408;4.88914
409;4.88922
410;4.88912
411;4.8892
412;4.8891
413;4.88935
414;5.03863
415;4.88909
416;4.88923
417;4.88914
418;4.88914
419;4.88912
420;4.88919
421;4.8891
422;4.88927
423;4.88917
424;5.68012
425;4.88923
426;4.88913
427;4.88904
428;4.88911
429;4.88919
430;4.88926
431;4.8891
432;4.88924
433;4.88915
434;4.88922
435;4.88922
436;4.8892
437;4.88927
438;4.88918
439;4.88909
440;4.88916
441;4.88923
442;4.88937
443;4.88921
444;4.88928
445;4.88926
446;4.88919
447;5.59632
448;4.88924
449;4.88916
450;4.88907
451;4.88914
452;4.88914
453;4.88912
454;4.88919
455;4.88904
456;4.88917
457;4.88908
458;4.88915
459;4.88922
460;4.88913
461;4.8892
462;4.88905
463;4.88918
464;4.88925
465;4.8891
466;4.88908
467;4.88915
468;4.88921
469;4.88913
470;4.88919
471;4.88905
472;4.88918
473;4.88909
474;4.88909
475;4.88916
476;4.88914
477;4.889
478;4.88906
479;4.88919
480;4.88911
481;4.88902
482;4.88909
483;4.88915
484;4.88915
485;4.88914
486;4.8892
487;4.88912
488;4.88898
489;4.8891
490;4.8891
491;4.88923
492;4.88915
493;4.88921
494;4.88913
495;4.88919
496;4.88911
497;4.88904
498;4.8891
499;4.88916
500;4.88902
501;4.88908
502;4.8892
503;4.88913
504;4.88919
505;4.88917
506;4.88917
507;4.88909
508;4.8891
509;4.88927
510;4.88914
511;4.889
512;4.88912
513;4.88918
514;4.88905
515;4.88911
516;4.88909
517;4.88915
518;5.00233
519;4.88913
520;4.88919
521;4.88912
522;4.88918
523;4.90311
524;5.33472
525;5.45325
526;5.30074
527;5.28633
528;5.31832
529;5.32975
530;4.8913
531;4.88904
532;4.8891
533;4.8891
534;4.88903
535;4.88914
536;4.88914
537;4.88913
538;5.67909
539;4.88911
540;4.88911
541;5.57897
542;4.8891
543;4.88908
544;4.88914
545;5.52938
546;4.88912
547;4.88918
548;4.88911
549;4.88916
550;4.88909
551;4.88915
552;5.73989
553;4.88908
554;4.88901
555;4.88906
556;4.88905
557;4.88905
558;13.2006
559;6.00029
560;4.88909
561;4.88907
562;4.88913
563;4.88918
564;4.88912
565;4.88917
566;4.8891
567;4.88915
568;4.88903
569;5.35612
570;5.55294
571;4.88913
572;4.88923
573;4.88911
574;4.88904
575;4.8891
576;4.88915
577;5.86753
578;5.34845
579;5.28016
580;5.28015
581;4.88918
582;4.88911
583;4.88904
584;4.88904
585;4.8891
586;4.8892
587;4.88913
588;4.88913
589;4.88907
590;4.88917
591;4.8891
592;4.88911
593;4.88904
594;4.88914
595;4.88913
596;4.88913
597;4.88913
598;4.88912
599;4.88917
600;4.8891
601;4.88915
602;4.88904
603;4.88914
604;5.80955
605;4.88913
606;4.88906
607;4.88911
608;4.88905
609;4.88905
610;4.88915
611;4.8892
612;4.88914
613;4.88907
614;4.88912
615;4.88906
616;4.88911
617;4.88916
618;4.8891
619;4.8891
620;4.88908
621;4.88897
622;4.88913
623;4.88912
624;4.88912
625;4.88911
626;4.88904
627;4.88904
628;4.88914
629;4.88903
630;4.88913
631;4.88902
632;4.88912
633;4.88905
634;4.88906
635;4.8891
636;4.88904
637;4.88914
638;4.88908
639;4.88902
640;4.88906
641;4.88911
642;4.889
643;5.76331
644;4.88915
645;4.88909
646;4.88909
647;4.88907
648;4.88912
649;4.88906
650;4.88911
651;4.88905
652;4.8891
653;4.8891
654;4.88904
655;4.88898
656;4.88907
657;4.88897
658;4.88906
659;4.88911
660;4.88915
661;5.81168
662;4.88914
663;4.88908
664;5.55087
665;4.88907
666;4.88912
667;4.88916
668;4.889
669;5.7066
670;4.88909
671;4.88918
672;4.88908
673;4.88912
674;4.88917
675;4.88901
676;4.88905
677;4.88906
678;6.08751
679;5.28215
680;5.55903
681;4.97828
682;6.28548
683;5.38652
684;5.36701
685;7.53012
686;4.8891
687;4.88914
688;5.43446
689;4.88903
690;4.88907
691;4.88912
692;4.88902
693;4.88911
694;5.25577
695;4.88905
696;4.889
697;6.29095
698;4.88903
699;4.88903
700;4.88897
701;5.30443
702;4.88906
703;6.03724
704;4.88909
705;4.88904
706;6.05296
707;4.88903
708;4.88907
709;5.77513
710;4.88906
711;4.889
712;4.88914
713;4.88913
714;4.88903
715;4.88912
716;4.88902
717;4.88907
718;4.88911
719;4.88906
720;4.8891
721;4.88914
722;4.88909
723;4.88903
724;4.88908
725;4.88912
726;4.88902
727;4.88901
728;4.88905
729;4.8891
730;4.88904
731;4.92452
732;4.88903
733;4.88907
734;4.88898
735;5.4737
736;4.8891
737;4.88905
738;4.88905
739;4.88904
740;4.88908
741;4.88903
742;4.88903
743;4.88898
744;4.9697
745;4.8891
746;4.88905
747;4.88909
748;4.88904
749;4.88908
750;4.88899
751;4.88903
752;4.88902
753;4.88902
754;4.88901
755;4.88901
756;4.889
757;4.96005
758;4.88908
759;4.88912
760;4.88907
761;4.88907
762;4.88906
763;4.88914
764;4.88905
765;4.88909
766;4.88904
767;4.88908
768;4.88902
769;4.88906
770;5.35001
771;4.88905
772;4.88925
773;5.68366
774;4.88905
775;4.88899
776;5.85651
777;5.31798
778;4.88961
779;4.8891
780;4.88905
781;5.9077
782;8.85086
783;8.25028
784;5.07713
785;4.88907
786;6.14302
787;4.88906
788;4.88901
789;5.6698
790;4.88896
791;4.889
792;5.37651
793;4.88908
794;5.95668
795;4.88907
796;4.88893
797;4.88906
798;4.88905
799;4.889
800;4.88904
801;4.88899
802;4.88912
803;4.88907
804;4.88902
805;4.88902
806;4.88906
807;4.88905
808;5.29685
809;4.88904
810;4.88908
811;4.88903
812;4.88898
813;4.88902
814;4.88902
815;4.88901
816;4.88908
817;4.88908
818;4.88912
819;4.88904
820;4.88911
821;4.88906
822;4.88902
823;4.88897
824;4.88901
825;4.88904
826;4.88904
827;4.889
828;4.88903
829;4.96227
830;4.88894
831;4.8891
832;4.88905
833;5.55649
834;4.88904
835;4.88908
836;5.56467
837;4.88907
838;4.88911
839;5.18687
840;4.88901
841;4.88905
842;4.889
843;4.88904
844;4.88908
845;4.88903
846;4.88903
847;4.88902
848;4.88906
849;4.88909
850;4.88905
851;4.88908
852;4.889
853;4.88899
854;4.88903
855;5.33328
856;4.8891
857;4.88906
858;4.88898
859;4.88905
860;4.889
861;4.889
862;4.88899
863;4.88903
864;4.88906
865;4.8891
866;4.88909
867;4.88901
868;4.88904
869;4.88897
870;4.889
871;4.88907
872;4.88903
873;4.88903
874;5.00131
875;4.88894
876;4.88901
877;4.88904
878;4.88908
879;4.88903
880;4.88899
881;4.88899
882;4.88906
883;4.88902
884;4.88894
885;4.88897
886;4.88904
887;4.889
888;4.88903
889;4.88907
890;4.88902
891;4.88906
892;4.88901
893;4.88905
894;4.88901
895;4.88904
896;4.88907
897;4.88903
898;4.88907
899;4.88902
900;5.65174
901;9.7984
902;6.05006
903;5.82382
904;6.20372
905;4.88904
906;4.889
907;4.88906
908;4.88902
909;5.14868
910;4.88901
911;5.19924
912;5.50228
913;4.88907
914;4.88904
915;4.88906
916;4.88899
917;4.88902
918;8.25025
919;8.9299
920;8.25025
921;6.0003
922;4.88904
923;4.88907
924;4.88903
925;4.88898
926;4.88902
927;10.1541
928;6.00017
929;4.88904
930;4.88908
931;4.88903
932;4.88907
933;4.88903
934;4.88898
935;4.88899
936;4.88905
937;4.88901
938;4.88901
